"FS PEAK";"FS INT";"SS PEAK";"SS INT";"CD11b FITC";"LIN PE";"FL3 INT";"CD33 PCP55";"CD14 PC7";"CD34 APC";"CD15 EF450";"HLA DR V510";"TIME"
87936;641903;39232;193562;41035,29;775,4867;-2872,065;14486,07;14164,18;-949,3385;840,9091;259,114;38924
60336;367433;17104;109634;38588,13;1638,096;-3239,114;15027,87;18381,48;-1227,154;759,9633;573,8104;38932
59280;383067;12817;86015;17715,88;717,4135;827,7139;12804,14;2259,159;-542,8586;-48,121;4210,413;38933
101536;585980;26000;154628;51329,13;3522,542;-4960,242;9550,173;40583,73;-1718,638;600,6201;604,012;38967
57376;296803;9944;53037;3201,867;1406,479;2876,606;1469,722;84,14172;481,3927;277,2486;631,6184;38975
88032;537940;21280;131738;49910,48;1742,026;-3381,187;18452,37;43824,13;-1037,086;480,9534;579,2648;38990
65600;431237;62480;391499;19135,39;1549,781;-1125,479;11904,1;22404,27;-1101,947;149,9611;400,5349;38998
85728;549178;31456;189256;24998,11;1619,864;779,2806;10582,58;32345,49;-1190,898;320,448;540,6497;39000
70336;412357;14832;78055;4751,274;519,4762;650,3776;1418,047;485,7502;219,9302;475,3542;1549,818;39005
68352;481338;28768;199868;41030,31;5414,125;-1805,487;9376,487;42063,11;-1550,797;757,9468;836,6466;39012
108944;700733;73840;419299;2202,541;1031,931;994,6868;1360,993;231,4346;144,5475;9579,792;874,9866;39019
95632;565019;30112;194092;39871,5;4003,665;3719,333;17300,24;42314,47;-1606,176;234,9482;3689,985;39023
70096;416677;20384;126177;60136,52;2392,801;-5114,934;18220,57;51703,52;-1491,395;164;1128,053;39026
104000;673559;75504;459907;25895,97;394,5897;-2262,51;18504,65;-1907,228;603,3931;37696,64;233,5671;39034
114480;655639;22032;130807;53388,69;1317,553;-5072,581;14582,53;30397,59;-1780,589;501,1484;543,03;39040
72304;411424;22048;131691;28050,05;1844,49;-1600,696;6352,507;25188,6;-430,6245;149,6209;790,4954;39055
58608;353610;26976;161359;47603,29;1607,109;-4294,125;13169,14;24523,03;-1192,539;923,7604;362,8619;39059
85232;519331;14512;88442;6740,731;-677,7332;5524,698;9842,066;1690,531;-71,72189;407,2504;5866,155;39069
90368;517920;24864;138566;27437,23;590,1384;-1896,178;11302,04;11151,66;-351,1534;677,7316;357,0942;39071
98128;573355;25760;151985;36740,92;1654,946;-652,0872;10168,29;11486,29;-644,038;579,4335;2635,59;39073
90880;569937;16272;94885;9056,419;1739,872;3360,308;3532,082;2974,584;139,4492;-41,01602;7942,909;39074
72160;396589;25248;153814;46468,64;2187,57;-2207,277;11576,18;41387,04;-1791,516;381,9716;660,2153;39074
110320;666450;64432;380556;8382,995;588,2496;430,5448;9389,209;-987,3485;-263,6737;31428,69;551,218;39077
67936;702271;46784;439754;54309,6;760,4943;-759,4149;18843,83;52104,66;-1767,293;614,1663;2776,444;39094
115600;666833;23648;141099;35737,54;1479,71;-1035,699;14659,32;48880,05;-1873,195;241,7522;2263,354;39096
129344;874860;92576;581139;1538,534;1951,57;173,6674;2881,066;-260,2852;3,532471;38125,52;1045,807;39141
66096;379519;41840;256183;47699,11;1269,493;-3704,505;13671,62;21722,05;-1341,291;1936,005;512,4451;39167
120928;736653;75104;407267;33131,98;1091,346;-3365,992;10805,48;-614,0613;512,9496;39567,3;474,426;39167
65024;405591;26448;162970;56208,36;1826,556;-2861,672;25963,56;66787,55;-3618,089;473,0734;1655,386;39169
79968;503508;20592;129465;36620,7;501,8456;826,4182;17380,5;30866,82;-1602,59;575,1008;5192,822;39178
74704;449314;22192;134313;27328,3;650,5399;731,9795;10095,23;32082,78;-1408,968;2539,818;4645,387;39193
92944;561704;90544;451938;18088,53;1452,31;278,1195;6395,685;-507,1801;-68,57532;3360,17;1099,598;39218
122864;798849;78752;489860;23934,34;572,6794;-1601,691;24606,49;-2250,312;161,7063;51082,57;-272,0877;39219
81312;466949;24112;150513;31610,34;7924,812;6445,839;16110,48;77656,82;-3075,95;607,5634;1565,393;39235
60400;389263;18816;77135;20141,19;895,8479;1288,37;7935,037;24083,37;-1036,907;123,4275;706,8286;39249
62864;716523;29952;276554;67833,12;2009,042;-2886,645;18252,94;27312,53;-1333,087;379,9844;362,7317;39259
136352;863450;44800;270004;2146,287;1120,704;163,8154;14193,91;-1982,367;82,93959;12344,46;341,816;39273
63568;406970;14192;105978;4507,322;52,67853;587,5204;3453,516;59,47021;3012,343;12541,83;-85,23978;39274
109104;856476;74608;476210;4041,923;1457,021;918,3768;3043,776;48,60544;221,003;13985,37;861,5845;39279
97344;573065;27952;165784;64604,56;1129,473;-5179,323;18534,11;50738,6;-2100,66;209,6172;891,012;39292
121696;766720;75824;432744;9452,953;611,7484;-549,3827;8489,918;-257,0273;177,6795;14905,06;790,5374;39329
80576;456295;30608;177223;23448,02;158,2086;-704,0885;8668,142;24562,19;-1145,308;611,5945;239,081;39340
83440;483838;19344;117817;20727,77;-321,6298;3869,972;10065,45;4193,504;-116,9856;352,4077;4715,576;39379
40992;281452;29568;250502;21013,69;848,1356;1995,445;5736,607;20443,17;-659,0197;468,08;706,7111;39387
72752;471414;23008;147658;23622,49;559,1986;5252,167;16791,48;30800,97;-882,4395;0,1790771;4683,086;39388
41728;284525;18736;133645;31629,68;1889,431;5113,745;12240,93;66471,67;-2209,857;1008,57;1980,576;39408
93872;534263;21984;133173;38997,86;-395,8352;2724,028;21707,77;43885,57;-1483,878;215,4917;5188,883;39409
69680;421049;14304;81756;8382,42;437,5902;719,4339;7883,959;451,7068;-7,508942;567,4625;1799,104;39431
73232;443957;15248;101006;55093,83;5465,6;-3061,103;15904,36;40791,59;-2191,859;309,8416;1590,268;39438
90240;541078;31728;180721;20640,67;503,3734;-1226,635;17578,17;-1238,99;-310,7869;50407,13;674,3972;39443
70896;394334;14944;82386;17293,14;-1901,772;4948,389;4271,552;34,31314;72,19156;467,3925;688,4068;39465
64928;418721;16576;102345;2719,651;1017,922;300,0486;4863,403;-251,4775;-111,7553;917,4159;2633,238;39469
87920;541823;29616;172640;69399,89;589,0967;-3128,344;12182,16;45317,2;-2347,006;998,7288;817,069;39473
85520;555673;23216;162325;35478,18;1597,286;-168,77;22487,82;33385,96;-1654,313;244,9932;1477,326;39482
85200;628595;94112;557725;2058,174;2080,367;319,808;1549,976;509,4564;-162,4778;40138,69;-655,489;39521
59520;336728;9433;53038;6906,909;583,9122;-842,2789;777,4554;-65,27142;122,2552;499,7003;263,3273;39536
84624;509859;20064;114963;36808,12;1014,794;273,6546;11426,53;46888,28;-1977,865;31,0986;3683,021;39542
110224;657476;63696;342856;6280,214;488,8446;1343,764;7199,462;-176,1818;67,55212;15261,33;777,5383;39546
87232;530700;26656;169843;32781,77;553,1638;233,0196;8700,97;25874,95;-992,8335;297,4227;853,11;39555
82256;495040;19856;117742;16459,62;1824,405;4070,522;13624,94;12004;-624,9309;273,4399;6303,627;39562
61696;481225;24496;154764;4770,387;113,6434;-260,9749;1942,373;-103,7845;846,4072;12841,73;571,1061;39569
72736;416629;14864;82878;14045,84;-75,03085;-179,2765;2994,058;185,6324;-6,813873;161,193;698,4843;39594
105872;695616;51520;324259;18517,55;154,9554;369,672;21537,72;-1630,125;-29,24472;31640,31;532,1306;39596
59248;515260;16704;145143;1999,468;2084,938;4634,941;1041,814;863,8733;1330,565;282,2292;403,1539;39622
66704;385298;14368;86874;16066,7;213,1622;1796,112;11312,86;33340,62;-1281,414;208,6351;731,2047;39644
120016;751118;99968;573820;21605,56;993,2965;-2344,805;963,0962;253,9677;8934,408;14256,01;497,6808;39652
88640;530014;30256;170740;44366,81;3349,654;-1031,499;19330,21;50373,76;-1602,984;263,3678;1839,226;39669
145552;886124;61136;362328;37402,11;1791,024;-4604,684;10283,59;-1112,759;2085,704;45113,13;1115,47;39689
71056;405652;9837;56113;10065,67;59,16574;-530,0646;4108,958;-372,256;100,283;446,0828;416,447;39704
88432;614583;24848;167067;63252,2;71,10059;7084,974;22911,01;85369,07;-3251,062;647,9874;2891,006;39710
109328;628412;33344;195917;44522,33;1368,597;-1813,155;15266,61;35208,46;-1465,179;735,1959;2005,93;39726
53712;613348;17088;149741;8487,431;966,1917;1335,101;4392,812;-15,17236;216,8615;5960,606;215,678;39740
34288;250500;22592;141869;44868,83;1256,93;-3010,779;8991,94;29273,77;-1532,436;174,8487;1720,179;39740
80656;573632;92176;618041;41617,43;1721,779;-236,9585;13608,71;27663,29;-1316,084;1097,036;608,8613;39747
85120;559448;10296;64404;7254,933;2433,286;4919,889;2141,438;113,4131;630,9302;403,6558;271,6519;39771
110608;707897;65456;408451;25991,09;928,9333;-2545,479;9855,208;-819,3114;1688,117;26052,64;780,7764;39772
65024;433926;18384;117732;42430,75;1291,31;924,6675;13083,18;41616,51;-1630,159;381,3795;615,6257;39778
104560;635907;27296;162002;43580,41;1736,126;-2297,486;9700,041;37557,82;-1279,87;311,6391;882,9247;39782
74960;436858;16128;99218;15539,38;-1,864136;1076,315;10307,11;3611,348;-371,1858;309,6986;5804,915;39782
127648;748488;70960;377972;3003,105;863,0923;479,6443;3615,068;36,38953;27,64175;18593,05;345,5688;39784
91840;614132;22816;153335;52508,33;1556,076;-2348,32;15202,17;60219,6;-2982,592;531,8153;884,4827;39786
86752;549806;20896;130695;39693,4;4544,482;-2013,769;12540,15;34862,82;-1487,095;565,6034;1668,797;39807
84784;490384;23168;141451;47364,68;1104,933;-2075,525;14771,11;37831,14;-1619,5;339,0441;2251,402;39807
86240;511107;20528;128411;38648,1;1056,362;-2032,03;9704,889;26414,05;-1246,767;58,58398;1836,76;39808
111536;702984;56960;339596;26722,72;427,2293;-2989,994;15431,48;-1473,193;1435,048;52377,05;360,0588;39811
41664;287860;18816;126877;27543,48;-562,9253;4325,192;19100,52;19466,29;-803,0502;552,3101;4463,892;39844
93568;676160;70512;435192;25198,51;648,5018;-744,4758;11899,31;-173,7382;457,2969;25779,94;1031,297;39848
86720;852962;25504;276774;87568,88;7835,638;4335,293;25390,33;102734,5;-3694,219;549,2132;2068,013;39852
75776;466018;21552;127404;48003,62;1976,775;-1185,577;11076,01;38895,5;-1451,708;334,6934;1100,31;39854
93920;531292;21824;127831;40922,78;1535,38;-3120,618;9738,958;16438,22;-694,8898;454,4808;491,3655;39867
89376;532073;23296;145914;45490,26;2128,327;-3720,386;20757,19;29697,92;-1246,362;967,1632;1184,231;39869
97840;556018;29440;173247;103819,3;1297,239;-6437,792;23806,48;49531,51;-3213,972;1214,656;652,2454;39886
47712;328572;56464;389277;10323,51;36,98666;3036,91;4086,662;139,0012;33997,25;47247,5;1013,334;39887
100992;609545;22256;137843;12165,85;793,7389;554,5016;6652,043;15092,92;68,73067;243,9173;567,4117;39889
73536;459993;29104;202959;58681,86;-168,6504;247,953;15706,14;41212,82;-1463,152;622,6025;4425,056;39901
74624;451482;21376;132683;34645,97;-1388,084;7108,48;19426,51;45802,39;-1150,967;329,8988;5339,614;39911
75744;454554;29056;173413;69552,69;1858,985;-5413,403;17178,47;48512,13;-2065,182;339,1142;859,5651;39919
102976;694338;71392;484908;1892,17;668,4318;1675,85;2043,084;68,28468;50,04355;15059,32;746,4536;39927
50944;353759;26864;156188;3405,877;238,3833;254,2455;943,5759;1464,99;285,5513;325,2006;464,9567;39928
64368;463898;18736;136423;52154,21;1402,961;-3383,283;17653,42;47783,28;1153,546;244,6802;4524,592;39930
73232;474643;25264;157226;43679,61;2589,786;1896,451;17272,96;58421,38;-2101,636;186,6378;1038,095;39969
69600;395152;21008;116864;24104,16;776,9844;-1480,514;10183,35;12242,45;-116,3322;805,9207;969,7889;39990
106448;701581;49840;327483;16108,71;1128,983;-1170,751;21494,44;-1995,603;76,71654;62732,32;737,5647;40006
91360;612464;22768;150591;61544,41;548,4125;-323,2628;14509,42;40228,68;-1664,16;266,0044;1055,653;40018
124480;712962;55936;313957;33638,19;976,9127;-4242,385;16483,1;-423,2978;1119,078;31941,87;111,3557;40035
79536;456628;21632;125442;27258,69;548,0627;-681,5289;15842,43;25258,43;-1061,386;396,0842;2044,986;40038
94528;604895;19680;128499;49532,76;655,6047;1027,49;26499,15;39873,41;-1911,886;45,57462;4784,356;40048
70864;433925;17152;103859;20370,7;857,7253;2720,724;9117,386;6496,15;-274,6388;396,2174;2502,957;40057
127936;855349;53264;335277;1841,246;1046,89;586,7518;4294,052;-391,0435;137,0554;23750,25;30,3923;40065
89648;530045;21328;139420;71144,51;546,8818;-3584,406;22410,46;45054,14;-2135,955;1044,167;2382,693;40075
88704;481869;17216;84221;4895,19;1331,179;3807,745;2109,164;150,8232;721,7794;78,32556;851,3909;40087
76960;434806;20240;123846;8261,966;159,9604;786,0498;9916,387;4543,457;-256,261;5071,803;218,034;40089
64272;411534;21856;133209;46429,54;1388,858;-4441,393;18843,93;18785,5;-400,9531;372,5094;776,2133;40089
121152;829838;77312;506184;17553,79;649,6915;-718,9;10032,25;93,15736;1137,664;19588,82;1,069794;40103
105968;683521;29616;195929;85230,7;1486,839;-2559,656;24154,09;67130,8;-1181,813;1680,478;2811,66;40114
69920;404911;21504;121882;13716,63;-356,5706;845,8931;6767,308;4548,337;-170,8489;2513,324;664,8893;40115
70160;412988;15840;95809;46161,87;2341,587;-2946,05;12210,08;35811,63;-1685,117;746,1824;865,6447;40126
77936;469141;24688;147779;30636,36;741,0208;383,1639;14527,03;64619,54;-2538,488;244,2406;886,1625;40131
57792;523462;29696;299178;5330,268;-694,3627;4732,17;4229,325;703,2933;2693,802;5812,916;494,2532;40136
90208;544321;22512;142918;48272,31;1235,912;-582,5433;16257,05;44488,65;-2081,331;277,8042;7285,848;40142
69648;400344;13216;73232;3476,003;1256,553;4045,411;1267,202;370,8326;591,0256;541,4821;328,5404;40147
72352;453473;18272;108965;28259,15;-741,2542;2313,64;9945,884;32132,72;-1543,812;260,7642;693,5017;40161
43840;451578;27696;251859;6397,903;-3280,945;12968,98;4940,809;2075,306;3395,918;4989,479;4917,96;40163
89968;567362;21856;138971;77968,8;468,7175;-4306,892;15206,08;34311,33;-2261,865;232,8221;902,7659;40176
76672;475016;25088;152421;52950,48;43,65094;-761,804;18379,78;29141,29;-1183,926;1139,162;1199,21;40177
64224;433149;27264;195842;102701,6;998,6421;-5571,399;31686,67;56990,93;-3612,13;229,3912;4698,452;40197
66032;443777;22576;122774;2547,577;873,4771;1645,949;1105,578;213,834;406,0995;570,2655;149,4399;40209
46496;301405;52368;291462;25624,61;1030,015;-2334,501;17775,05;-1404,643;-198,0648;514,2211;1001,968;40210
75264;445087;26224;154533;78410,88;-427,9686;-4141,542;22056,95;33491,42;-2118,519;627,9515;822,8669;40211
45376;361864;22208;179781;29122,98;-1336,38;5592,381;14965,19;36356,75;-2028,194;598,9009;1161,187;40216
51616;359833;20624;119299;2363,549;-572,267;2003,17;1507,509;1198,885;505,3293;1919,624;271,1415;40264
83568;516464;15712;98134;17269,77;-268,2181;-820,7742;15702,68;-1492,531;299,8969;25,2637;4569,711;40265
56992;461692;20608;81185;18996,22;242,4947;362,2206;11466,06;14862,42;-789,4943;330,2834;1902,646;40288
99504;719877;42400;286351;4020,134;73,00175;815,9922;1370,864;4388,857;454,036;71,71581;2576,119;40288
89712;525061;56576;315187;6093,973;1231,236;-1049,958;2000,288;-166,8394;6460,709;34472,78;763,5881;40290
94160;593555;52352;306829;3998,739;841,5746;554,3174;2922,729;-222,0515;-20,48099;11538,05;857,6433;40308
67312;522812;46656;144273;1644,924;910,8063;23,95032;4392,224;-380,8417;244,5529;15426,1;579,8367;40314
85408;494809;13696;71839;5784,473;1135,22;1782,242;3722,66;140,4163;310,935;613,6443;992,6578;40322
84256;499084;26512;158114;57810,29;-153,1364;-1590,891;25188,13;49880,72;-2625,201;440,2315;2537,586;40363
110784;882971;32240;219951;66533,95;3553,892;-1937,99;28164,27;51881,12;-2263,459;11445,82;435,8209;40368
75296;399644;27632;161143;52194,98;1826,992;-4960,741;14568,67;33216,93;-1836,008;584,2813;620,4122;40371
81504;442518;13184;72361;5383,139;1748,613;4228,891;1472,246;149,9617;788,5786;416,172;824,0301;40396
55392;341253;17232;99026;34871,47;1983,417;-1625,915;5571,103;17328,2;-696,7888;452,3304;599,639;40396
118912;721690;23280;143814;85926,62;1184,793;-1738,092;19116,65;96195,21;-3880,767;399,9552;2392,987;40398
95744;568911;25584;149966;16825,79;-987,0625;5076,555;7880,51;16566,37;-482,7614;228,7962;1573,639;40406
102000;587187;115040;607453;18389,1;961,3513;-1552,316;6063,588;-334,4509;363,6283;11244,08;1079,531;40418
63936;372142;23536;142754;61417,26;391,0965;-3487,838;13761,6;44688,55;-1465,731;93,21635;2693,425;40433
84896;539697;38224;233815;72374,73;25912,33;-824,9282;23150,54;62765,48;-3254,378;296,7653;1889,33;40435
77312;464250;20576;126927;35298,73;-229,6894;438,5217;13482,02;12088,18;-710,9542;645,6259;2801,029;40465
43440;347211;12731;79829;7773,842;2427,027;4718,772;3193,306;-101,5026;1272,794;386,7956;551,2208;40466
63024;568507;53824;160938;6438,02;1414,775;-637,6749;13635,33;-1617,649;-592,3192;20950,43;213,5612;40474
99008;600832;62752;365985;29550,74;833,9481;-3048,578;21989,6;-1601,852;943,3563;47551,37;137,093;40481
98944;638690;31248;199298;37282,98;751,5051;-177,1576;8422,169;22900,66;-1264,439;1785,79;964,7188;40483
72368;438361;22624;136444;53978,29;940,9752;-2597,406;11521,1;57576,7;-2240,415;283,8387;476,978;40487
88256;514008;23920;143750;26026,79;1146,536;392,7979;10430,35;31443,26;-1487,069;207,1263;5244,727;40492
44016;231444;11408;63186;4426,211;900,6289;58,64246;4257,097;9294,051;-514,9777;1527,837;537,4067;40514
72688;473399;19856;132561;41057,3;1336,861;1740,73;19527,48;31598,6;-1547,705;3422,549;1633,399;40517
62592;371692;19760;115354;63226,02;1633,777;-4625,089;22741,02;43434,88;-1794,522;3518,084;466,3659;40521
63568;369356;14240;82139;3404,883;-160,0683;3354,341;1583,532;-65,50317;115,3446;346,9288;453,4395;40524
45216;266830;13072;73437;10641,33;1178,154;-1489,791;4210,789;-317,9742;-47,25589;469,9879;330,2997;40529
93392;529988;25808;158228;20934,27;994,179;-275,5011;11387,98;16263,66;-685,6304;424,6762;5510,396;40532
85264;506081;26816;171406;38263,48;4892,894;588,8337;21021,83;53700,47;-1984,531;636,7322;3044,119;40552
100144;831877;59520;490820;74938,91;534,0317;-7220,746;18939,11;33665,04;-2045,966;4503,393;9,265442;40555
78320;477317;24560;147581;72557,98;2929,54;-4776,987;15953,97;54889,31;-1770,678;3037,917;453,9922;40595
110896;740675;48256;297827;1639,366;601,4774;1720,059;5914,688;-632,8716;-227,0023;29846,06;803,8533;40616
70544;406165;25648;153798;69496,77;1790,383;-3777,58;15922,24;52305,1;-1155,873;1478,254;821,7473;40617
57888;336691;16704;95468;20483,17;564,6997;-800,1511;17099,11;14436,46;-819,3501;462,1499;2283,026;40620
108704;722442;67632;395372;25665,12;142,5988;-1851,299;12237,99;-532,8827;59,60907;21756,7;402,5061;40630
63968;351843;7995;42995;2075,721;363,6087;649,4205;1718,192;-94,84357;538,8937;240,1726;499,4547;40634
121392;747072;59296;349425;33390,56;1078,467;-3903,909;15880,73;-965,2946;1028,055;36201,76;444,4997;40649
85664;690605;18816;130677;56639,82;1586,949;-4506,469;15754,96;30725,01;-827,7831;466,5191;776,7014;40658
84704;482978;16784;94095;6901,068;802,7826;401,3248;2614,829;740,8485;229,5862;424,7351;1187,934;40678
85808;717070;28912;247983;62689,78;6849,007;-6017,227;14243,55;45378,77;-906,7269;776,9032;1305,184;40681
74640;474340;25952;170932;39967,96;1180,694;-1042,442;9403,489;32833,15;-1641,141;109,7486;936,9161;40690
91840;533851;20944;115918;2782,811;-47,46213;3139,947;9273,508;-429,2424;258,0104;3548,739;247,231;40698
68192;465309;61456;171889;39319,41;703,2427;-453,1057;14704,47;44384,27;-2370,539;779,5195;1347,281;40703
129312;850238;69696;377319;7394,737;554,9673;141,431;2447,942;340,4711;1017,542;31991,26;100,2737;40706
65072;520754;22688;199881;32046,21;1085,342;-2,540375;9263,557;32909,4;-1329,336;76,9129;1655,757;40718
76944;460739;19712;118289;50627,7;222,4731;189,4632;6515,659;42396,5;-1968,134;515,0237;823,0859;40728
97344;550076;18464;106166;56733,68;2207,467;-4865,205;12975,89;40634,89;-1802,464;211,1194;1435,257;40739
113520;653892;21248;138470;55448,7;1107,602;1941,642;12362,18;58445,18;-1740,847;355,6831;3066,277;40746
111360;724764;101184;589759;11512,64;1242,109;-1626,227;1919,324;149,5945;8667,877;51091,22;919,7986;40748
91632;543406;23744;139389;63938,88;93,67584;4897,653;11236,26;58235,41;-2230,176;349,524;5829,439;40777
49056;593043;16960;158243;3632,367;-53,92834;1094,501;946,0256;4,202454;254,4937;244,6883;89,69781;40785
108128;637409;25088;150896;32684,12;754,5693;-130,0177;17269,93;32276,38;-1659,718;154,6446;3577,886;40801
86624;533405;17216;108061;23945,23;776,9333;909,3538;17740,15;21608,32;-1239,95;486,3711;7673,478;40810
39056;398620;20896;125283;39571,84;2727,578;-3648,836;11312,79;20257,06;-1116,601;740,117;554,2985;40814
45744;526744;17856;141068;4215,708;197,8761;1434,429;3500,342;585,4844;138,8493;177,9196;2428,039;40817
74592;431592;21952;126198;38031,1;699,3198;-327,1012;19929,05;24259,4;-1623,67;167,2142;5043,725;40844
89872;557268;22288;138709;31848,14;-1027,171;1906,028;16058,72;12124,05;-684,7701;604,0562;5017,701;40846
70160;432348;19104;114570;43664,22;1278,657;-2240,391;16348,06;38010,11;-1780,206;91,47173;2524,416;40851
102848;613292;27440;171325;96032,9;1417,243;-7378,915;35058,46;61688,34;-3350,216;120,7998;1678,201;40868
86016;520208;17152;105743;29724,38;670,014;-1208,51;10302,54;19933,37;-1131,832;385,7208;936,2203;40885
120320;751333;23280;146928;67813,51;2726,174;-3645,3;17043,6;44523,88;-2088,799;2888,756;391,7459;40899
99440;710061;87712;523427;5887,085;627,0356;-229,5093;1102,99;-90,80118;276,0266;207,0484;212,1481;40916
86352;515674;23440;137772;102447,5;15461,96;-7,833771;13654,11;52044,79;-5121,724;260481,6;1011821;40929
114880;685648;64272;381748;16398,42;398,8657;242,1266;14443,8;-949,4731;28,11038;30650,72;89,01144;40934
86944;514742;19120;116123;9313,254;706,4111;3526,18;9739,189;6007,329;-220,7215;583,5158;3947,095;40935
91360;517109;20416;123530;28426,96;794,2433;630,2001;8222,395;38997,11;-1830,479;158,2667;2189,974;40950
52720;295246;9079;50047;2352,754;-526,1703;2906,492;1931,854;138,8699;234,8719;237,0892;709,5475;40953
76320;436994;22080;134154;37246,83;207,7368;-1020,061;14014,22;25683,37;-887,0511;503,8125;726,204;40953
93104;512460;13520;80991;1765,108;209,5629;572,6879;7713,918;-655,844;18,1312;577,6442;904,1611;40966
109376;661767;31296;186354;51260,27;6709,585;125,9971;28293,46;72426,57;-2903,976;2830,114;2639,243;40969
83824;482553;27376;163357;59861,8;1288,58;-5580,927;20291,55;36770,78;-740,467;-21,95102;973,0894;40975
78464;450492;22624;133600;33936,7;1349,445;-2688,187;9803,87;30397,93;-1379,339;252,9123;1189,527;40986
72112;440023;38608;224242;1469,925;557,7701;-127,8941;2644,192;-76,10602;-18,68018;25357,76;580,2153;40986
104864;638828;21280;128336;2373,308;663,0202;807,3226;7286,854;-628,2778;238,291;1727,792;1498,629;40987
81440;445490;18096;96011;3262,642;804,4286;2709,872;1780,961;291,2209;419,3318;66,20987;783,8455;41000
26288;242449;9218;62069;26205,14;-1357,486;4798,045;8059,38;21549,13;-797,0685;-41,33926;2738,569;41002
55360;601754;14560;127731;8392,403;-2726,439;9604,243;3691,869;2570,918;151,1668;182,1097;291,7346;41008
76208;443775;21280;131680;57332,32;1733,177;-2941,234;16429,08;46517,04;-1548,304;250,2892;752,0654;41017
90064;536493;18720;112827;33545,7;881,677;-1090,549;10331,07;44521,31;-1776,658;387,3466;1145,704;41030
64192;360604;18000;102682;4007,712;809,2029;657,5803;831,1661;139,1897;118,7955;331,5834;291,3312;41038
67120;591320;16272;113118;18315,98;822,4064;-1306,247;9552,713;12480,24;-691,2013;752,2173;195,4188;41054
70464;420533;19056;114199;13059,79;-639,5588;3886,708;10988,95;13289,21;-504,6053;-44,76511;6024,01;41065
96000;679558;20992;144492;50788,91;2605,527;-5691,33;17394,5;26001,92;-1422,432;816,13;720,0879;41066
88768;545829;22880;152963;22425,73;-599,0776;5240,058;12472,87;19679,75;-884,8789;803,4198;5931,939;41068
93152;677038;84896;530383;3871,806;1493,564;3085,422;1711,318;-89,69452;94,8972;17754,42;343,2133;41074
111120;692381;26288;171062;51654,25;14842,67;644,7279;11822,75;42341,51;255,1188;521;1391,15;41080
67136;405489;13585;80844;4495,439;10,03104;2611,249;9053,041;10211,67;1283,415;330,2895;793,4603;41087
79328;476576;28768;175155;79125,02;1209,136;-8176,473;24141,04;26876,46;-1932,974;8326,174;1115,117;41087
70160;487134;23552;163435;48259,7;1101,821;-3395,456;10787,95;30276,96;-1695,346;660,4124;1128,19;41106
75168;503525;22560;148276;96564,34;3244,145;-6180,524;25393,09;64376,66;-3475,08;1587,69;489,9508;41116
72544;480102;73952;467710;22630,44;-2324,227;8081,217;14700,62;49,11438;22221,73;40632,36;986,7361;41121
97424;577951;26032;155836;50821,52;639,3251;-151,152;10451,44;29285,41;-1104,769;389,3911;1378,314;41158
81424;721553;27984;220201;25831,08;717,8378;3019,524;12740,29;42624,66;-908,7579;318,6682;795,4639;41198
87440;487984;24416;146070;25479,92;212,1392;1142,519;9236,458;28100,64;-1037,658;167,9756;3778,316;41203
112096;761840;24368;172846;11409,41;-927,4695;26043,23;29741,55;88275,23;-2835,521;138,9898;7238,038;41209
99696;642405;38640;232124;1526,557;651,6403;1796,018;4352,466;-435,6826;190,9984;23583,26;540,4224;41235
98192;614306;62384;358261;19853,09;1571,315;-1477,997;28261,81;-3161,701;297,0191;57812,4;-598,1819;41241
73408;492796;22816;183832;9252,682;7,233795;210,9545;2925,026;163,8719;427,1503;8144,366;572,037;41261
74768;441039;18016;103643;43638,14;256,7659;-1701,169;13378,56;19726;-915,7126;313,6159;775,7611;41271
92624;661048;22816;160532;38170,52;576,0811;1626,939;20636,6;38237,65;-613,1383;344,1183;1708,318;41276
72576;394370;12797;69424;8712,688;-125,3639;54,16824;922,3224;11,70572;179,3974;149,7752;579,1747;41306
82528;476836;23792;139409;82591,73;2672,796;-7636,409;23883,97;34408,3;-1888,194;891,6108;971,1721;41327
76640;472250;19600;115392;1428,183;-254,878;1762,47;3272,767;90,19908;17,04114;229,6696;1387,128;41333
74752;498762;24448;148259;2185,731;890,6987;2692,846;1091,942;807,8179;1530,529;3092,04;607,4351;41344
106032;618176;34592;188188;26622,66;744,2336;-2270,035;7301,255;9438,651;-547,9893;88,76985;825,1206;41352
109792;659777;25056;137806;11864,59;445,7895;1517,647;7744,646;7589,685;-291,4363;166,6963;2132,068;41366
91616;546524;31728;198036;62762,89;879,9731;-3160,26;19927,05;41652,57;-2041,424;525,7119;1169,776;41371
130032;905541;91424;537938;3305,123;2620,569;1299,601;5756,519;-409,6339;-203,5959;42287,31;645,428;41387
83216;471416;54144;302363;19344,25;955,0956;-1784,849;3045,849;86,27609;15580,88;20143,6;426,299;41420
80320;513746;28352;182393;49356,8;2574,985;-612,4895;13387,98;45630,43;-1665,83;528,4404;2143,753;41426
68480;486068;22896;160290;17563,48;1733,866;6221,643;5065,358;6583,302;968,6874;468,5685;3642,974;41430
48128;283490;15360;90802;77209,14;452,6802;-7133,329;17398,94;12856,17;-1133,56;142,9551;1242,402;41439
59424;371297;19744;125274;51419,59;7171,25;-2702,059;21014,12;35633,85;-1339,926;-192,8064;343357,6;41455
