"FS PEAK";"FS INT";"SS PEAK";"SS INT";"CD11b FITC";"LIN PE";"FL3 INT";"CD33 PCP55";"CD14 PC7";"CD34 APC";"CD15 EF450";"HLA DR V510";"TIME"
90208;502028;10961;64883;5005,367;2130,238;2852,819;1895,691;93,70149;907,5812;244,312;803,9942;126516
64624;380539;17520;108671;72223,15;607,7407;-1683,504;20986,4;34448,83;786,5846;577,6123;1711,154;126527
87008;514048;26352;160384;56182,64;1369,058;-4592,634;19898,31;39204,64;812,054;486,7191;789,3976;126528
57440;363702;27312;185911;58958,34;2631,32;-1093,508;21825,2;89196,48;-3528,829;51,98233;3950,406;126528
72128;474077;20000;144729;48488,81;425,2057;1274,863;21937,78;51098,66;-2118,682;83,24025;1718,098;126533
63952;370803;22800;118600;6126,86;2153,251;4809,017;2061,747;82,23401;904,2733;566,531;513,5369;126544
80304;469383;7786;43112;11593,62;131,9362;2202,691;4426,038;-512,3145;171,4426;439,2485;868,124;126545
61664;378101;15152;89379;12931,45;325,824;731,2458;3900,388;7306,957;-199,3015;175,4607;1973,59;126549
85424;503594;19904;120808;37815,14;338,3502;-1606,83;24170,2;19614,57;-1200,715;277,0547;4782,229;126561
90208;523468;13216;83428;8122,074;279,7704;1519,37;7760,284;9735,261;-341,8142;225,0142;2791,073;126562
84480;478572;24112;144181;70386,96;816,1918;-6192,64;20937,04;32422,16;-1884,66;356,8199;1276,722;126564
80128;484589;28512;179500;38756,71;2256,901;-2477,165;14801,51;14750,09;-1081,773;2848,454;863,6218;126564
76000;437568;24752;147125;46598,79;1899,955;-3697,094;11494,16;40126,62;-617,8798;338,7004;1030,712;126574
108528;676512;58784;362076;7238,162;484,3371;1067,232;3715,302;-44,1062;9896,993;40387,81;-305,1927;126584
88080;867690;25056;230174;30796,76;1792,955;103,5137;12588,85;36414,34;-1211,255;368,218;811,4303;126606
91808;546640;18368;119968;41449,33;1642,162;-2333,248;10193,17;46859,92;-1665,096;347,5349;448,3292;126643
57760;326955;65504;318233;3987,175;42,61469;606,8457;1328,377;2746,4;54,29916;306,6332;208,091;126644
94800;857854;64128;452307;93507,75;1097,036;-7065,461;19322,24;46265,43;-2969,512;21,84622;3624,129;126646
65552;409173;22432;129479;52921,53;941,5533;1266,025;25909,7;17281,5;-1266,934;404,3422;5186,513;126658
136144;799712;48464;272728;23466,87;646,2499;-559,2952;23057,05;-1981,566;894,3607;31880,88;20,44797;126665
102608;589537;28592;168965;45037,57;2008,221;-590,7712;14508;77543,58;-3089,124;778,9322;1505,243;126666
85920;501053;25200;160159;58230,65;1441,113;-2362,256;19734,96;52480,77;-2880,003;1013,858;1948,866;126669
36704;230747;16688;105964;11393,01;141,4876;622,719;11477,77;4872,165;741,7385;321,6348;1764,559;126672
59520;343589;5533;31826;8278,754;784,2617;59,70407;1455,817;724,7559;-31,16483;282,9622;455,1352;126673
70960;420991;25696;158260;53725,29;1366,734;-1941,898;15981,46;53561,44;-1862,792;606,9496;1399,135;126683
93776;625425;54672;283543;2377,841;460,6254;2487,685;1086,946;257,9999;261,4937;214,7272;394,5749;126701
84640;509906;27904;160691;25281,62;1198,937;1062,034;7954,964;25449,34;918,8524;328,7317;1161,924;126704
97712;639176;73648;433245;32782,34;1612,368;-4203,752;19864,66;-1377,502;252,9398;42858,57;-655,4949;126705
42064;284805;23776;156194;20978,7;-183,2285;4630,659;10786,71;13491,6;-277,3335;229,9295;5169,23;126710
76096;495599;15456;108668;3884,695;2326,259;2136,861;1098,122;-62,81589;614,2592;501,2541;421,4401;126730
81856;479308;15776;102478;42903,76;1972,091;-1855,605;8431,831;37538,95;-398,0497;158,0822;4984,615;126737
82544;522385;19600;117402;21537,89;1079,237;142,1517;6009,965;18110,35;-1026,551;259,0032;2749,111;126739
92768;557172;39472;237502;48057,46;872,3556;-4156,451;17055,01;4492,791;-446,2476;18757,57;1066,924;126748
83136;567376;21808;156876;65405,05;-1808,329;6920,26;26726,31;54567,45;-1089,64;611,8744;1620,955;126749
71728;443776;30240;184602;39806,57;1984,82;-2888,489;14116,47;30646,25;-815,9314;123,3142;952,506;126766
98544;617580;25232;168102;87140,56;238,5625;-2007,692;25482,48;42448,36;-2680,042;3041,835;805,1743;126767
100848;815967;27120;216387;26428,91;789,1882;-414,4147;11255,06;12554,91;-713,1494;560,006;7360,194;126775
65024;459959;30640;232025;71773,35;2921,674;-4451,88;17128,11;57856,5;-3074,572;1170,485;1968,074;126801
61808;483208;44960;352266;37411,3;254,9055;-1009,749;16981,09;2931,979;-123,3841;-126,2776;14426,6;126818
112512;743729;64624;445368;18357,94;947,1083;46,39178;16681,58;-426,0074;273,3894;32227,9;1486,022;126820
95280;549414;14144;86556;5482,097;-331,0439;2891,722;7114,087;197,3472;-253,5061;121,5145;2291,435;126832
63152;372855;20464;125011;32706,19;990,9401;-344,7169;10936,18;40585,34;-1543,103;265,5744;1094,821;126837
93456;553595;21216;130469;52254,1;1134,951;-4319,995;22890,63;37553,51;-1973,009;529,6609;450,0645;126854
81776;486984;19040;115231;75997,05;3282,343;-5581,039;19629,34;55433,82;-1473,538;844,0651;1956,945;126869
66752;403671;25712;147595;38316,87;1029,9;-929,1018;16448,91;43152,29;-1473,176;-48,24353;3558,772;126870
37728;234929;25920;160255;43844,74;1362,713;-165,8143;16502,79;50120,42;-833,0349;493,8488;1433,191;126904
94144;533705;22016;127411;21096,98;1180,631;-1635,459;6027,161;7384,919;-159,3171;2457,44;1213,43;126922
103120;718523;20176;134518;4237,631;73,64392;428,0195;8724,827;-234,5453;231,1316;356,1493;2164,484;126933
90208;522712;31280;182611;31486,08;689,9487;101,7305;14245,62;35232,73;-1345,066;360,3317;417,8524;126949
69280;393524;15728;87265;2414,421;481,1031;1380,685;1264,513;251,3778;406,4514;426,2472;735,7931;126953
76768;450415;23616;135328;38184,37;3135,384;-1597,39;10528,31;50878,5;-2074,541;111,7425;1090,385;126954
53856;334839;17376;109425;39210,9;348,6797;-130,9709;12373,78;21830,26;-1080,146;108,9657;3338,703;126954
88464;505485;16848;101183;34083,37;-922,0841;-583,5613;17542,13;-1179,906;-497,7901;798,8361;647,7401;126959
88592;585160;23776;147522;66109,99;2121,494;-1274,243;16521,3;65146,44;-2738,56;400,8004;2221,868;126962
99264;558320;15424;91166;30676,21;1053,055;-2006,624;15798,89;17079,76;-1038,168;527,2474;612,4414;126979
115152;737719;73568;438723;35734,24;-1384,587;3270,478;18565,54;-1483,996;470,7722;21244,24;-26,30203;126983
103184;600759;22384;135950;50207,61;989,8853;-1464,511;12490,07;46268,82;-2134,27;546,4351;2233,819;126986
120576;765277;73264;438027;25997,62;626,6222;-1000,283;23153,42;-2069,668;757,7915;64517,83;-93,60037;127008
84736;512361;27104;157614;63764,74;1721,705;-458,8488;31731,88;59914,15;-2705,791;3825,18;1047,376;127030
96576;578887;55200;317854;13145,43;811,0854;-1402,408;4715,803;310,7255;226,8238;2646,801;258,7443;127077
51520;315334;10081;64278;4452,912;-18,53131;5527,134;1174,158;160,0726;232,7806;399,3577;1399,07;127079
99600;732171;24384;186420;13132,85;331,5884;784,1937;4174,179;4314,064;-121,5537;267,5927;4347,253;127085
93168;524117;24544;148003;36810,56;-919,2987;491,0174;8229,001;9524,355;-675,9105;-14,7684;4954,472;127086
63792;453825;38288;242401;36962,41;758,2499;1093,794;7723,697;44754,29;-1963,806;272,5204;4728,33;127091
75168;432514;24528;139388;10683,9;1818,604;2340,599;17512,64;25116,25;-1078,476;271,239;4256,403;127118
64480;406320;19456;129193;35294,16;546,6687;352,9026;17744,14;41688,75;-994,7587;395,1801;1597,618;127119
66832;314180;27712;65713;1543,731;854,7102;846,4573;5928,004;-774,6107;-145,72;5093,471;724,2811;127128
98416;562446;17264;95732;8674,547;562,4633;645,3862;5466,614;3083,512;-62,7388;133,7878;1712,978;127165
60640;370421;19744;119663;31531,24;1012,851;170,2134;7755,361;30632,9;-49,39371;984,4293;230,3737;127168
91936;554027;53440;359463;37333,62;475,5192;2768,432;15493,08;45261,8;-1409,083;315,1932;3678,52;127168
86608;565001;28416;188992;71634,4;1078,572;-5874,479;26286,62;56279,15;-1679,464;295,0769;2323,702;127185
47872;426179;61152;367863;26805,2;296,5305;-986,0698;9596,086;19069,77;-1023,12;323,8239;770,4553;127198
90064;861118;45040;347336;47955,65;-76,99277;422,2231;13659,13;29040,36;-1577,016;1197,301;650,7646;127206
56432;487444;26912;108044;3400,07;225,3197;1103,997;3057,329;159,2172;74,00031;6547,528;3,213593;127251
123104;740327;68288;394208;42177,14;834,7554;-1563,305;16443,2;-1086,79;7911,981;33009,39;449,1975;127251
64576;373717;27840;163347;82732,28;858,0443;-7693,413;19233,45;22803,39;-1409,656;3258,16;308,253;127277
78128;539537;30176;192183;11282,86;615,0624;862,9955;13870,62;1419,222;36,30515;3967,744;1104,409;127280
84464;541523;61792;393530;2330,16;960,4672;112,1278;2546,581;37,91788;193,0204;26423,66;378,1411;127292
65424;362384;27104;144868;26847,94;2564,839;-736,8265;6783,447;22093,32;-130,2228;577,4683;427,4945;127301
83616;526465;54336;329619;3803,188;584,8806;987,2897;1389,677;184,6944;531,1225;24673,04;-1,988068;127309
67296;403330;22224;132826;3367,486;601,3123;1560,301;7152,271;257,5687;330,6688;521,7814;1172,905;127318
74672;431915;16928;100482;22779,86;1618,959;279,5818;9633,657;7703,512;-431,6992;433,5359;2622,9;127318
67648;586598;27040;221055;50350,8;2193,135;-4834,212;16503,11;23835,13;-1388,639;11530,82;138,1362;127329
73808;432019;9140;49596;8992,602;-391,2025;1596,39;4837,37;-511,01;-20,4776;517,4691;365,9896;127336
124304;912584;54256;332200;3381,541;419,9844;2390,237;20982,89;-2210,98;-585,1722;12917,58;467,8407;127343
71680;415447;36176;125485;4242,021;554,1226;-26,85312;780,9146;137,2422;402,0995;295,3822;745,2081;127355
87664;506455;21440;135372;24012,84;331,0646;239,6351;8750,379;20538,15;-1028,386;183,9975;2696,975;127369
52752;290917;5215;28858;9285,683;398,4589;54,86823;2024,499;6426,726;-71,43872;533,7374;1008,24;127386
55968;324285;25280;163166;61953,54;463,0309;-2933,073;8877,547;35157,95;-1675,942;484,2218;1140,782;127396
76240;422918;19056;109856;31449,82;869,0271;-780,1493;11138,98;24031,47;-793,4803;72,04004;1422,592;127412
61600;367681;21984;135176;50955,02;-133,7496;2406,152;23933,13;54445,93;-2758,12;461,6775;758,6313;127464
89536;548050;20176;128345;33050,79;773,2243;-776,8472;13381,52;23808,76;-1370,512;1953,322;104,7119;127483
66096;379002;28528;163461;35724,85;1787,474;1071,54;15181,9;60718,32;-1995,106;360,674;3698,354;127484
99888;808002;31344;216014;46121,72;1131,153;-1857,859;20544,87;36513,43;-1844,271;1261,799;1679,889;127499
84496;510013;94816;541265;9320,412;971,5896;799,7072;2978,833;31,75159;137,7979;5777,182;1036,618;127499
47280;288848;41056;249285;9555,962;-2022,718;18351,16;13161,84;9033,656;7888,184;10990,67;3099,228;127501
94784;539316;31200;197401;22419,97;1456,7;333,5381;17562,94;36227,86;-881,6047;502,6167;588,2358;127504
93504;548404;93504;544679;17449,59;151,9161;-866,5995;4866,93;-307,5286;8,139679;15095,47;585,2373;127520
58160;337506;25024;147879;51930,53;1756,445;-2234,113;13054,65;52772,5;-32,04199;702,6716;765,1636;127529
47632;322652;6809;64478;4564,907;2094,725;2581,976;3178,435;1946,704;418,0576;1051,64;254,1737;127530
54480;304442;15600;92350;15138,55;368,9514;-488,0046;923,0607;29,78839;188,3892;452,7722;194,4137;127533
120224;756108;44000;259283;1432,005;1125,091;2532,639;2801,328;-125,5975;31,98425;19825,9;511,9631;127546
61552;512492;25392;201206;49608,84;2881,745;-4678,934;16519,28;28213,42;-1802,393;739,5639;896,5747;127548
104752;801063;70896;575340;32780,09;1920,776;-2659,58;29445,07;-1914,598;4203,722;64669,76;2270,939;127548
73088;435008;16944;101433;21526,22;665,6045;269,5645;8631,387;29117,09;-933,207;576,3523;793,7666;127560
82384;467887;15088;87504;7015,083;-308,0064;1984,418;3282,439;582,4286;-89,51395;485,2523;1347,946;127562
79472;466581;9650;58166;14229,28;-42,07559;822,0479;2867,285;-141,8384;260,9834;200,2139;816,8171;127566
71632;734997;28464;271359;32210,56;1472,454;-2187,657;9269,015;30412,84;-1047,13;1354,905;324,0706;127568
105216;685601;11958;103193;1972,499;326,2153;1323,471;1132,221;361,5024;537,4085;436,0711;322,9659;127569
64640;362890;14144;76675;4724,843;154,6823;188,9387;1081,875;27,23154;314,3713;379,1938;209,616;127584
101600;612167;33696;203815;55927,15;-1325,615;5653,724;13715,93;25192,17;-1082,921;2789,566;5040,996;127586
44800;258719;20288;122748;4937,3;46,36108;1201,462;840,8923;657,7971;297,4849;319,5563;440,4514;127605
61040;448933;19968;128413;39855,44;-45,06964;-642,9316;13132;22694,4;-997,4718;1377,113;453,9777;127608
63760;385386;13888;85221;5456,015;348,0767;851,3167;8915,519;-625,8982;-75,18301;217,3147;2695,503;127613
88176;536064;21904;137033;61368;578,1942;-2968,183;29232,64;47467,75;-2697,39;674,9553;2015,365;127622
66080;397056;20560;121893;49393,05;1976,185;-1112,903;13765,91;45920,31;-1215,369;581,6597;1686,934;127635
65152;760163;46352;402012;63857,13;-59,00409;1126,469;19894,19;40332,57;-1255,742;1023,839;940,8643;127636
88800;526391;18112;112275;49695,13;2484,873;-4450,585;9538,594;29932,51;-1524,778;1274,228;94,81447;127644
87680;511637;21120;123255;14590,12;792,3412;3351,552;7906,192;10473,16;-308,53;-117,4616;5682,783;127650
65424;405435;23216;124452;7336,947;3309,531;4860,645;2816,62;-178,9722;893,3217;322,7648;840,7239;127651
93360;558507;16640;99624;54053,26;1590,198;-1700,612;18409,61;39300,57;-1708,271;934,3182;2205,791;127653
32752;433227;30624;396164;7278,65;-2613,195;12464,57;4059,523;2633,328;1555,769;10680,82;803,5137;127657
81856;443482;22192;108455;7966,12;2743,458;4734,162;1884,739;200,3193;1258,585;526,2319;736,4312;127670
72688;506643;48000;350864;59726,85;1656,859;-1372,728;17528,9;50008,53;-1324,664;584,9398;1135,315;127717
93088;574760;105776;610709;3637,043;549,9647;2828,396;1499,694;280,5278;296,9175;21911,45;1022,046;127726
77488;463662;18304;109799;36295,73;-242,3769;-588,8374;9617,276;25977,18;-754,0814;388,0397;769,2711;127746
126144;819058;81760;529163;31479,11;2194,447;-3586,382;19055,39;-2053,167;2400,292;48055;510,3772;127748
96128;564639;19536;113563;11067,06;234,835;84,39737;4784,753;-318,7387;66,9888;497,2556;712,3481;127769
69184;420348;24096;139195;52358,03;7169,722;-3827,704;7943,907;34795,68;-1844,122;382,3548;1941,063;127771
125408;853961;89808;523237;4199,137;1036,458;3459,762;3107,271;74,983;-29,8367;13732,51;340,7467;127790
89952;621548;32384;233027;67915,4;6775,632;-6493,891;44832,83;21750,21;-1611,27;29801,29;-86,68582;127797
76496;492784;23152;136030;7773,443;-326,083;2491,456;24969,26;4239,535;1874,151;141,3486;3783,009;127800
100976;671202;90448;589768;26828,66;884,4884;-2375,497;25143,3;-2685;172,2354;55125,18;2207,035;127804
65456;423900;22464;151417;49009,23;515,8583;1147,701;13225,99;56641,54;-1975,362;199,7009;1150,756;127804
75264;441215;11743;66690;3851,896;22,88159;2164,197;17263,8;-2080,154;89,56339;340,5167;957,5431;127806
69184;516271;67152;433485;35687,94;1945,742;201,5507;15048,89;27243,06;-1534,257;303,9566;354,0519;127817
57360;326151;13184;77676;5274,505;47,35788;562,8505;898,0844;116,5475;372,3111;404,8336;183,3744;127838
75376;463155;32272;195432;72381,75;2637,833;-4512,494;26407,51;65386,09;-2370,203;5983,313;906,9509;127849
64400;369953;17168;106096;40522,07;201,9119;-68,06647;8045,738;47446,43;-1687,152;500,3567;944,4034;127874
99184;737738;29232;220808;32353,51;-4418,328;15682,76;16312,47;39885,96;-1909,023;2412,291;642,7314;127874
68336;385301;14592;89713;9740,327;462,3752;524,3511;4594,266;6622,496;-284,5491;339,2338;915,0458;127878
91024;551921;18832;120649;57357,18;2210,406;-1795,728;22143,46;32694,93;-1272,505;326,2898;2663,812;127892
62896;371525;14288;82607;2556,554;-726,9103;3876,339;2216,516;-129,8943;351,6825;521,0262;164,6611;127937
71280;441996;17024;108188;32711,88;1736,819;-2027,038;12017,15;16404,63;10,36353;343,6136;567,3351;127942
59024;388417;12040;66359;3395,14;1227,161;4095,548;1608,258;267,1614;666,045;513,7145;413,8402;127945
75328;441157;30768;188548;2606,407;1534,209;668,3818;11800,61;-876,8207;143,3974;8068,006;2662,426;127946
95008;642881;41264;274132;35222,37;1369,024;3546,792;10536,33;31937,59;-1212,509;710,7728;1147,218;127963
68512;390379;26832;135537;4875,773;1187,695;4120,239;2657,279;-32,8681;278,0313;458,8642;521,0554;127970
91184;676353;12317;97976;3971,073;64,9924;2848,009;6264,685;-290,0116;-23,58215;429,4706;1488,851;127971
88512;529028;27584;166182;39082,11;886,2666;-2348,816;19088,74;35166,62;-1986,249;224,0811;622,8199;127976
67840;368291;9266;50388;4081,978;1508,113;2934,626;1203,329;372,2894;461,4906;264,5129;712,8448;127979
69664;410582;24496;136172;28387,81;1510,047;-424,2313;10121,79;31772,2;-1234,703;117,178;1481,451;127998
112720;684444;25184;160622;23964,58;-235,7381;5775,008;11912,61;38721,03;-822,9268;377,612;2506,616;127999
101664;714315;45376;294777;2300,599;1466,787;1185,031;2329,534;185,2063;125,8063;15669,95;922,0408;128014
64064;521517;40288;280201;8720,298;352,5699;-757,3086;9742,353;-1212,137;-276,3575;12660,12;164,5451;128032
98544;706520;73392;512782;36067,54;1387,039;-4537,437;9570,105;-786,7559;1718,043;36514,32;1706,666;128051
80976;451030;21152;110180;22386,9;1047,065;106,4991;5425,722;14982,14;-730,6183;1174,504;370,5317;128053
33840;232408;28352;183394;44403,42;1920,126;109,1172;15275,32;50501,7;-13,90338;274,0002;812,6842;128064
67248;483499;43232;329876;35112,66;522,386;-2129,994;11276,03;25408,47;-1358,542;579,7887;267,5373;128069
45248;233693;3515;20054;2513,634;-30,60959;1509,901;1096,348;1648,807;295,5345;348,4245;220,651;128071
79264;541627;28528;186838;61851,58;19195,08;3290,059;24283,14;50045,17;-2323,462;782,0425;4614,744;128083
44032;290651;55648;328481;9104,777;1074,112;6548,058;1454,28;-212,5368;2241,784;930,5211;1920,313;128084
95600;537919;22352;134662;80123,26;440,6254;-9274,892;16842,18;15680,77;-1275,309;1120,026;503,0194;128092
48496;360202;11992;73522;8954,107;3077,486;4026,625;2953,899;290,4029;781,9189;658,2202;322,2166;128094
88464;606871;95296;492068;9628,75;394,8091;-409,8522;1015,791;-60,42093;390,8698;18749,3;622,8799;128097
51728;400123;13936;101190;16939,76;-180,2829;1567,042;6875,406;11361,1;-443,8739;428,564;308,6153;128097
45520;257151;5346;32285;3163,426;142,198;1053,313;1557,401;8685,528;-27,43347;127,2524;510,4148;128126
103296;703949;93664;582327;1791,07;637,5633;1038,957;1615,178;98,3889;-93,21475;20554,65;108,4348;128131
87232;487401;30848;176270;40712,57;2611,836;-2759,667;11534,99;48203,14;-2177,769;343,3494;812,1971;128132
70192;413180;18816;105560;21678,03;620,2223;1645,851;13929,23;18891,53;-1157,964;246,8204;5801,05;128135
105104;609743;31648;184293;75855,6;937,2727;-7293,667;19527,27;25557,63;-1590,86;4496,314;799,5143;128137
117536;704924;20704;118100;3696,284;583,8724;3220,665;1244,696;173,1511;371,3529;338,6905;463,0517;128209
81776;458083;20048;105642;24084,48;276,4832;-1321,01;9788,777;-1088,193;-150,8566;270,59;514,6077;128227
143664;877769;68336;389690;47818,97;2681,394;-6487,87;8027,912;-288,26;1912,132;61345,36;-683,1526;128264
81936;454402;24384;144951;63006,7;1224,559;-4021,603;11788,67;44507,91;-2082,711;569,2168;2483,619;128265
53936;347213;31232;180422;39558,6;-1016,822;3643,081;26550,91;-1199,838;2623,224;54359,36;671,8113;128293
85808;605170;26800;190425;99216,6;1641,6;-2690,989;45540,61;48764,85;-3017,795;2282,756;1350,962;128294
96160;608488;21808;127371;32088,09;749,1542;952,0793;8671,065;42980,97;-2007,462;382,5975;1148,487;128298
121840;819495;87072;517291;1764,005;1850,762;23,90137;5061,13;-310,5456;-224,0602;46558,02;445,3606;128327
90656;528670;16992;103659;22799,52;1,803314;-62,02786;10479,33;13403,45;-853,348;198,035;2765,217;128333
38656;277983;12217;56545;14382,2;271,0459;-368,012;4349,688;13993,09;-586,4471;255,0703;961,1309;128336
99536;687850;79744;551600;47269,09;1175,735;-3605,488;11696,13;-1008,004;75637,51;63852,78;1435,157;128341
56240;560188;14880;123545;6721,125;134,7873;458,1638;1009,025;74,30589;171,1535;546,3503;467,274;128346
103568;647633;32848;303972;2260,329;656,1652;1237,956;9979,62;-1204,786;-74,82657;4295,086;2059,045;128369
89840;735795;31216;304327;39232,87;2029,848;-892,5381;19411,48;50008,63;-2041,48;976,7679;1646,582;128384
63824;377413;29184;175071;34272,88;889,2209;-1416,443;17475,68;27058,67;131,4894;367,1908;1055,496;128409
90560;548201;27360;172846;45324,25;4530,053;1940,351;21475,49;106162,1;-2674,862;958,8649;3817,251;128412
37504;246271;27824;181481;16842,31;1653,079;1509,241;4561,564;33286,28;-1223,529;256,7343;855,7743;128429
74016;473525;27136;172853;37279,12;1279,721;380,0947;14966,73;40756,8;-933,3828;534,6397;1121,39;128432
84944;528764;18432;126247;6891,863;147,8884;2333,494;5345,757;2669,783;-87,96225;442,7588;1928,774;128446
81008;487078;23024;139788;55220,25;1994,871;-5029,699;10684,61;22859,49;-1057,498;656,1241;663,8218;128458
102272;683754;82576;505812;2649,944;1597,237;1796,934;940,7203;230,1957;247,1723;9723,813;817,1035;128461
50224;295949;28768;184448;107676,5;892,5291;-10858,16;14228,22;28108,04;-616,8634;400,1278;546,012;128474
87968;588695;20208;157030;39850,27;-390,5697;4191,969;13255,02;48203,11;-1854,845;245,2363;1303,67;128482
68576;445531;21200;130755;41928,29;6898,727;1866,441;17200,44;71732,23;-2645,844;96,57233;1295,351;128525
106144;659014;32384;224144;28259,63;969,6796;7284,577;9894,179;43920,42;-20,66882;-119,8009;4489,438;128550
95696;533564;21248;118814;21002,15;309,0406;91,19366;11005,52;8957,022;-425,1335;355,1161;1518,731;128570
74464;447092;17568;110347;25942,17;1567,272;-1722,284;20591,52;18227,84;-544,4606;440,3239;3408,36;128588
86448;529869;42608;261298;58115,02;2231,708;-1688,174;17104,24;74480,78;-3381,28;5132,298;1646,563;128596
93008;604805;21024;137680;35086,33;6924,834;-707,0792;17307,92;39244,12;-1864,566;992,6877;3423,936;128597
103952;700746;81584;458973;4340,661;1332,574;626,103;1583,513;45,79483;341,8758;20835,19;-194,3631;128605
41168;247169;12054;68789;2727,602;66,16449;1235,711;950,2725;29,56641;0,4246521;441,2822;593,3584;128642
90480;540055;17568;109422;35141,01;470,1944;1433,857;7199,528;26343,55;-393,331;613,5654;3001,078;128653
116576;666951;28736;180205;55451,73;1367,414;2872,981;31600,66;70256,04;-2845,553;392,6464;1529,986;128655
40320;242069;26960;170267;71056,13;923,5211;-3843,776;14327,59;45844,32;-2213,848;-116,2514;1090,654;128695
78080;466760;23456;146686;78674,09;4560,095;-6373,917;26093,78;50109,68;-2547,167;-781,8884;100171,2;128711
89888;526646;23264;137581;73616,66;642,4141;-5621,117;17814,57;44092,12;-1672,324;186,489;2052,308;128711
137744;799984;52784;303009;27897,31;-139,3896;456,6708;33858,81;-3024,284;3416,645;44956,65;551,9509;128718
59392;383448;21648;136481;71028,33;2684,732;-7484,323;21795,47;48737,17;-2616,774;252,6702;419,3622;128726
89472;551080;26976;169702;65809,73;2175,268;-5287,149;14340,55;48188,71;-1625,804;860,0304;978,8647;128730
74432;539526;18624;132712;48868,73;3977,451;-1406,853;9515,393;28700,36;-851,8016;487,2863;548,4084;128744
83344;463556;29392;160851;11514,67;551,499;264,9141;4117,958;5354,287;-218,6375;288,6734;2038,398;128747
63200;618325;19840;215593;5090,709;-21,06027;447,4406;938,9093;127,2826;232,0438;594,9421;451,4582;128753
69760;408919;23920;136409;47857,45;1694,441;-3999,226;10153,49;32536,6;-1006,782;11,22397;1348,658;128753
73920;421673;15056;83552;10106,4;426,1867;561,1956;5421,571;1634,791;-190,3081;-37,81778;2694,27;128780
41616;306884;36224;228746;68345,41;202,4611;-3110,487;16115,32;47510,77;-1854,762;687,4102;587,5022;128803
78464;521133;76272;512768;39981,9;-100,8104;-936,5608;8598,152;-84,73901;34197,59;25854,1;702,0049;128830
70768;431802;30064;177102;53248,3;935,1339;-3077,435;14021,41;30802,87;-1498,17;228,5887;832,9758;128832
91504;509083;18192;111021;18048,71;488,1854;-416,5166;12975,42;15657,76;-430,5047;115,3318;1692,611;128839
81776;680511;59744;333195;11525,64;755,6995;341,1731;3655,2;3755,82;-54,0824;232,5083;2718,817;128841
95760;546181;18640;113317;5218,619;232,8435;1300,926;6453,131;292,3391;192,1269;368,9261;1565,41;128846
50752;336596;19472;125655;51347,79;1431,762;826,2163;13967,63;60274,54;-2188,917;248,0321;1401,1;128857
100624;585131;27664;166707;46790,72;2278,546;223,7565;25622,22;50351,38;-2390,137;954,9323;1410,938;128877
91872;557493;22624;145369;54495,29;1719,911;-4054,615;17335,61;46136,89;-1909,113;624,1239;1093,849;128886
91696;544296;17456;108448;44571,65;526,8773;-2256,487;18086,26;27307,49;-1395,382;523,4365;954,5872;128900
90864;503462;35872;197565;59416,54;521,5865;-2505,363;13191,26;31295,11;-1778,252;1850,552;415,1402;128908
95904;551934;27840;166265;52333,02;2118,906;-3494,008;14118,26;37710,54;-1832,121;563,6958;727,0649;128933
78352;460829;32336;178219;3244,381;-1170,132;9804,86;5675,372;8135,9;-342,6073;433,206;2631,531;128951
78304;476909;23216;142637;31223,13;805,8007;-3117,245;8662,244;19832,44;-887,8344;988,1002;1039,312;128959
60912;364752;22752;154310;67629,45;3274,212;-7221,297;18538,64;40174,93;-1990,789;319,6853;1405,393;128960
77776;436183;14112;78545;21340,57;-457,6527;1358,719;6733,861;-268,0642;-162,5351;307,5042;526,7781;128961
120608;783928;81584;532090;29661,38;1552,47;-476,7794;16205,84;-1361,978;1020,796;25233,73;775,5081;128969
80816;486133;11133;63095;5940,234;287,977;2552,726;2744,962;163,9347;79,54059;309,8234;981,0939;128972
54400;353589;25104;165655;53943,33;2227,353;-3290,304;18247,67;47440,83;-1404,482;344,8625;949,2085;128973
38272;337035;34912;256473;66822,75;2011,126;1147,61;28480,49;35462,85;-2032,937;402,8861;5083,385;128985
62752;613234;33632;261301;40646,6;1344,996;-1885,591;8884,704;31467,27;-1220,514;241,4445;760,6658;128998
99536;605832;30368;183166;47433,75;1481,976;-5259,771;13954,15;28362,18;-1606,555;1852,138;505,0147;129003
107728;623630;27664;153300;42065,67;1639,756;-2847,857;16260,1;32670,9;-1708,321;177,5401;950,0968;129029
96448;826218;23424;179490;51400,63;532,845;2602,17;24721,54;60276,74;-542,2981;207,7796;1163,122;129037
56720;339436;11758;69086;2633,275;734,3069;1781,905;5244,669;-345,861;66,90646;418,7057;1371,743;129068
52656;348018;11961;72180;2062,374;486,3333;1322,32;1078,16;111,6937;446,7219;402,0049;1701,005;129071
79376;448159;30144;171727;27549,96;1923,046;-1326,292;11143,73;36561,38;-1785,635;352,8305;900,2806;129105
62048;415587;16960;108785;53729,39;2192,092;-3202,321;11721,92;54192,29;-1841,082;176,5883;694,6196;129124
69776;407765;10495;65006;15241,97;676,624;-1132,639;6879,618;8354,997;-403,3501;1278,647;586,7208;129127
50016;379614;22416;88279;50096,16;332,9459;-256,8435;21444,68;42150,99;-2399,823;1060,655;492,4538;129132
78128;438563;10949;60400;4779,197;-5,34491;1993,182;2193,866;-93,31747;308,6199;565,3077;267,372;129135
